product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
363,Тако с мясом,3176,936,Мясо,Прошел все необходимые сертификации и соответствует международным стандартам.,1997-03-03,2026-01-15,0.88,On Backorder
364,Капучино,2220,321,Напитки,Отличается высоким уровнем биологической доступности питательных веществ.,2005-01-13,2012-03-04,4.72,Cancelled
365,Айва,5675,934,Фрукты,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,2006-01-05,2020-08-08,1.27,Cancelled
366,Шпинат,2533,735,Овощи,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",2010-01-22,2029-01-13,3.76,Out of Stock
367,Пакеты для театра,7417,705,Товары для дома,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,1999-03-03,2028-02-03,3.7,Awaiting Payment
368,Портулак,3668,130,Овощи,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2000-01-11,2013-05-11,3.36,Awaiting Payment
369,Лимон,2141,336,Фрукты,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2011-03-04,2027-01-16,2.41,Cancelled
370,Огурец,1122,148,Овощи,Часто рекомендуется врачами-диетологами как часть здорового питания.,2007-09-04,2026-09-02,1.15,Awaiting Payment
371,Редис,1535,801,Овощи,"Является источником важных нутриентов, необходимых для роста и развития детей.",2003-05-01,2030-03-23,4.53,Backorder
372,Брюква,4953,665,Овощи,Способствует снижению уровня стресса и улучшению настроения.,1990-02-28,2019-01-15,3.85,Cancelled
373,Шаурма,3220,485,Мясо,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",1995-04-15,2020-03-11,2.17,In Stock
374,Якутская,3850,232,Напитки,"Помогает поддерживать нормальный уровень цистеина, аминокислоты, участвующей в синтезе глутатиона.",2004-02-02,2018-04-05,1.86,Pending
375,Консервированные бобы,1777,250,Бакалея,"Богат кальцием, необходимым для укрепления костей и зубов.",2018-04-17,2020-05-08,4.19,In Stock
376,Киви,7844,606,Фрукты,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",1997-01-05,2001-07-17,2.47,Refunded
377,Брюква,1726,468,Овощи,Помогает поддерживать нормальный уровень сахара в крови.,2020-11-04,2026-01-08,1.66,Returned
378,Молоко,2530,409,Молочные продукты,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",1996-01-08,1998-01-21,1.86,Awaiting Review
379,Сухое мясо,5126,71,Мясо,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1996-03-01,2002-01-15,2.38,Shipping
380,Лимонад классический,2143,806,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2008-04-09,2020-12-09,4.03,Available for Pickup
381,Великолукская,4549,315,Напитки,Является неотъемлемой частью рациона многих народов мира.,2003-03-20,2025-01-15,4.72,Temporarily Unavailable
382,Тархун,7067,184,Напитки,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",1996-08-26,2001-05-04,3.39,Cancelled
383,Адыгейский сыр,8605,147,Молочные продукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1991-01-04,2002-05-04,4.08,Awaiting Review
384,Боржоми,3127,316,Напитки,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",2002-01-04,2003-01-05,1.17,Sold
385,Пакеты для Всемирного дня театра,6799,55,Товары для дома,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",1992-03-05,2014-09-02,1.41,New
386,Гусиные потроха,1468,240,Мясо,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2005-07-02,2014-03-22,2.22,New
387,Шпик,5089,858,Мясо,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2015-04-14,2025-08-13,0.13,Returned
388,Фахитас с мясом,8065,916,Мясо,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",1994-09-03,2025-06-10,0.42,Returned
389,Горячий шоколад,5553,774,Напитки,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2002-06-03,2017-01-10,3.78,Pending
390,Молоко,9274,424,Молочные продукты,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2001-04-01,2013-01-04,0.9,Temporarily Unavailable
391,Пена для бритья,6581,908,Товары для дома,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2005-08-19,2021-04-02,2.11,New
392,Творог,5634,220,Бакалея,"Обеспечивает организм необходимыми жирами, белками и углеводами.",1998-04-05,2023-05-07,1.03,Refunded
393,Пакеты для корпоратива,218,281,Товары для дома,"Доступен в различных упаковках и форматах, что упрощает выбор подходящего варианта.",1999-05-04,2030-01-03,0.4,Refunded
394,Адыгейский сыр,4732,974,Молочные продукты,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2006-01-14,2027-05-13,2.93,Temporarily Unavailable
395,Простыни,1771,802,Товары для дома,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",2004-02-01,2022-03-04,4.24,Backorder
396,Творог,6281,951,Молочные продукты,Отличается простотой в использовании и хранении.,2022-03-11,2027-01-02,0.35,Cancelled
397,Фенхель,6271,509,Овощи,Отличается натуральным составом и отсутствием искусственных добавок.,2021-03-02,2024-06-27,0.83,Shipping
398,Масала чай,375,507,Напитки,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",2015-07-14,2030-05-05,0.98,Sold
399,Сергиево-Посадская,1448,299,Напитки,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2004-03-08,2014-05-06,4.38,Temporarily Unavailable
400,Чизбургеры,796,24,Мясо,Прошел проверку на соответствие экологическим нормам и стандартам.,2019-01-09,2025-03-06,2.61,Returned
401,Клубника,1116,345,Фрукты,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2007-03-01,2024-01-06,3.18,Pending
402,Сухое молоко,6127,86,Бакалея,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2021-02-02,2021-03-01,2.64,Available for Pickup
403,Репа,9193,191,Овощи,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",1998-04-26,2007-08-13,2.71,New
404,Карамбола,9223,368,Фрукты,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2000-10-23,2005-02-01,1.56,Available for Pickup
405,Bonaqua,8893,714,Напитки,Может использоваться в вегетарианской диете как источник белка.,1997-11-06,2015-01-12,3.32,Out of Stock
406,Варено-копченая колбаса,8465,816,Мясо,Часто рекомендуется врачами-диетологами как часть здорового питания.,1990-02-01,1996-04-01,1.2,Out of Stock
407,Клюква,6074,214,Фрукты,Прошел сертификацию на соответствие требованиям органических стандартов.,1993-06-03,2026-06-01,4.97,Returned
408,Шалфей сушеный,8081,135,Бакалея,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",1995-05-03,2000-06-03,2.59,Shipping
409,Каша из дробленной кускусовой крупы,2952,44,Бакалея,Может использоваться в косметических процедурах для увлажнения кожи.,2010-01-08,2016-05-05,3.11,New
410,Брокколи,7304,615,Овощи,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2022-01-07,2024-05-03,3.32,Returned
411,Ливерная колбаса,5383,914,Мясо,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2012-01-06,2026-03-05,0.56,Cancelled
412,Любисток сушеный,2043,251,Бакалея,Помогает поддерживать нормальный уровень кислотности желудка.,2017-05-02,2019-02-06,3.78,Cancelled
413,Кровяная колбаса,4058,430,Мясо,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",1994-06-03,1997-03-05,2.25,Refunded
414,Мытищинская,6879,442,Напитки,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1993-01-05,2024-01-15,4.18,On Backorder
415,Моцарелла,8697,874,Молочные продукты,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",1992-05-09,2009-12-08,0.14,In Stock
416,Молоко,3969,279,Молочные продукты,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2009-03-18,2020-01-06,3.44,Cancelled
417,Мультиварка,120,871,Товары для дома,"Отличается высоким содержанием глютамина, необходимого для восстановления мышц после физических нагрузок.",2020-02-08,2029-01-06,1.16,On Backorder
418,Помидор,2653,233,Овощи,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1997-01-10,2021-01-02,2.17,In Stock
419,Утиная печень,1808,405,Мясо,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2004-07-11,2026-02-13,2.27,Available for Pickup
420,Чай зеленый,9000,497,Бакалея,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,1992-01-11,1998-03-09,2.67,Cancelled
421,Свалява,9927,973,Напитки,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1993-02-01,2014-03-12,1.15,Available for Pickup
422,Гуляш,7584,411,Мясо,"Отличается высоким содержанием пантотеновой кислоты, необходимой для метаболизма жиров, белков и углеводов.",2019-04-08,2024-01-01,2.47,New
423,Лук-порей,645,704,Овощи,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",1991-09-01,2004-04-07,1.31,Returned
424,Малина,9516,389,Фрукты,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",2001-01-03,2014-01-07,0.86,Awaiting Payment
425,Апельсин,973,709,Фрукты,Помогает улучшить работу мозга и повысить концентрацию внимания.,1990-06-02,1998-03-14,4.27,Refunded
426,Саратовская,6333,384,Напитки,Помогает поддерживать нормальный уровень глюкозы в крови.,1991-04-06,2011-06-04,2.32,New
427,Schweppes Tonic Water,2335,833,Напитки,Отличается гипоаллергенностью и безопасностью для большинства людей.,2010-04-19,2020-01-17,4.96,Out of Stock
428,Зельц,4590,742,Мясо,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1990-03-02,2021-07-18,1.3,Refunded
429,Пакеты для тренинга,1011,820,Товары для дома,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2020-12-07,2027-02-12,1.36,Returned
430,"Сухофрукты (изюм, курага, чернослив)",8414,375,Бакалея,Прошел сертификацию на соответствие требованиям органических стандартов.,2015-01-04,2020-08-01,3.25,Pending
431,Горячий шоколад,7993,83,Напитки,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2019-06-09,2021-01-08,4.54,Refunded
432,Пакеты для документов,8700,909,Товары для дома,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2008-02-21,2016-02-01,2.59,Awaiting Review
433,Сибирская,5448,456,Напитки,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2005-01-12,2017-01-09,0.61,Temporarily Unavailable
434,Таганрогская,6246,298,Напитки,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2008-03-02,2017-05-04,0.61,Awaiting Payment
435,Пакеты для концерта,6722,361,Товары для дома,Представляет собой ценный источник питательных веществ для растущего организма.,1992-01-09,2015-01-07,1.57,Shipping
436,Гранат,6160,20,Фрукты,Поддерживает иммунитет и общее состояние здоровья.,2016-02-08,2030-01-15,3.87,Awaiting Payment
437,Моцарелла,6602,846,Молочные продукты,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",2006-02-02,2021-02-24,1.76,Temporarily Unavailable
438,Нафтуся,9189,963,Напитки,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2007-01-02,2028-01-15,0.76,Temporarily Unavailable
439,Сулинка,7510,998,Напитки,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1992-08-12,2030-03-07,4.26,Returned
440,Адыгейский сыр,8987,962,Молочные продукты,Подходит для использования в рационе людей с повышенным давлением.,1991-03-01,2022-04-07,3.92,Shipping
441,Смузи шпинатно-банановый,3917,778,Напитки,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",1996-05-08,2003-01-22,0.46,Delivered
442,Шадринская,5968,66,Напитки,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2006-01-01,2007-03-07,3.16,Temporarily Unavailable
443,Эндивий,9730,422,Овощи,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1992-01-21,2013-01-06,2.65,Refunded
444,Портулак,2891,320,Овощи,Идеален для перекусов между основными приемами пищи.,1997-09-11,2005-04-12,2.87,Refunded
445,Кабачок,3832,346,Овощи,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2004-02-07,2013-06-06,0.96,Delivered
446,Крыжовник,3580,205,Фрукты,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1993-02-10,1994-05-11,1.6,Backorder
447,Пакеты для семинара,665,980,Товары для дома,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",2007-04-01,2011-05-16,1.97,In Stock
448,Крыжовник,9306,408,Фрукты,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",2014-05-01,2026-01-14,4.23,Pending
449,Противни,9494,437,Товары для дома,Помогает поддерживать нормальный уровень кислотности желудка.,2001-01-27,2022-03-07,2.36,On Backorder
450,Прошутто,3928,438,Мясо,Часто рекомендуется врачами-диетологами как часть здорового питания.,2015-01-15,2030-02-01,3.01,Out of Stock
451,Ласси,2327,590,Молочные продукты,Помогает поддерживать нормальный уровень артериального давления.,2004-02-06,2008-02-01,2.18,Temporarily Unavailable
452,Лук-порей,4115,664,Овощи,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",1992-01-20,1995-09-06,0.78,Returned
453,Наборы столовых приборов,9775,443,Товары для дома,"Подходит для приготовления как горячих, так и холодных блюд.",1990-08-05,2007-07-01,0.19,New
454,Скалки,4236,795,Товары для дома,Может быть использован в выпечке для придания ей особой пышности и аромата.,2002-08-01,2029-03-16,1.22,Available for Pickup
455,Мята перечная сушеная,8655,818,Бакалея,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2007-01-03,2025-01-14,2.54,Cancelled
456,Петрушка корневая,455,628,Овощи,Помогает предотвратить дефицит витаминов и минералов в организме.,2022-01-01,2026-03-11,2.94,Delivered
457,Артек,9769,684,Напитки,Помогает улучшать качество сна и снижать уровень тревожности.,2004-01-09,2029-04-02,1.06,Refunded
458,Камамбер,4302,862,Молочные продукты,Помогает поддерживать нормальный уровень триглицеридов в крови.,1991-08-02,2025-04-12,1.88,Available for Pickup
459,Банан,7232,111,Фрукты,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2020-01-04,2030-01-07,1.84,Awaiting Review
460,Шелковица,8599,110,Фрукты,Помогает поддерживать нормальный уровень гормонов в организме.,1991-10-01,2025-04-13,3.11,Refunded
461,Сухое молоко,164,586,Бакалея,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",2014-04-09,2018-03-15,4.78,Awaiting Payment
462,Кефир,9842,531,Молочные продукты,Может использоваться в косметических процедурах для увлажнения кожи.,2009-01-08,2026-05-06,1.89,Pending
463,Батат,6846,274,Овощи,Подходит для использования в рецептах традиционной кухни разных стран.,2010-01-07,2023-02-06,0.59,Out of Stock
464,Мацони,6534,391,Молочные продукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2009-01-08,2020-05-09,3.6,Returned
465,Фета,516,520,Молочные продукты,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2014-02-26,2029-03-20,0.1,Refunded
466,Гранат,2015,270,Фрукты,Придает блюдам особую нежность и насыщенность.,2006-04-06,2019-03-17,3.25,Shipping
467,Карачинская,7710,618,Напитки,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2006-04-01,2016-02-04,3.56,Delivered
468,Окра,2909,693,Овощи,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2010-01-07,2021-02-12,0.29,On Backorder
469,Пакеты для барбекю,6033,781,Товары для дома,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2010-04-03,2020-01-06,4.06,Cancelled
470,Банан,2097,992,Фрукты,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",1992-01-01,2027-10-01,1.07,Temporarily Unavailable
471,Электрочайник,6105,20,Товары для дома,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",1995-01-14,2003-01-04,3.97,Temporarily Unavailable
472,Варенец,8288,938,Молочные продукты,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2014-02-08,2017-01-08,2.94,Refunded
473,Капуста белокочанная,3401,580,Овощи,Помогает улучшить работу мозга и повысить концентрацию внимания.,2005-02-08,2009-05-03,2.45,Temporarily Unavailable
474,Сельдерей сушеный,8784,252,Бакалея,"Является источником важных микроэлементов, таких как магний и калий.",2005-02-08,2027-03-17,3.33,Sold
475,Фарш говяжий,8371,611,Мясо,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",1993-04-05,2004-01-01,3.39,Sold
476,Апельсин,7288,185,Фрукты,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2004-01-05,2015-05-10,3.63,Backorder
477,Ложки столовые,5899,34,Товары для дома,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",1992-03-07,2030-01-25,4.24,Awaiting Payment
478,Сметана,7127,699,Бакалея,"Подходит для приготовления как горячих, так и холодных блюд.",1992-08-16,1995-01-12,3.03,Refunded
479,Чеснок,1467,502,Овощи,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1994-01-05,2015-04-08,4.51,Awaiting Payment
480,Масло сливочное,4626,724,Молочные продукты,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2007-01-04,2024-05-04,0.74,Cancelled
481,Манго,5255,61,Фрукты,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,2008-04-25,2015-04-02,0.2,Available for Pickup
482,Пажитник сушеный,3878,268,Бакалея,Отличается гипоаллергенностью и безопасностью для большинства людей.,2019-05-03,2028-08-01,4.7,Awaiting Payment
483,Каша из дробленной гречки,6878,43,Бакалея,Является важным компонентом сбалансированного рациона питания.,1998-02-03,2001-02-13,1.49,Cancelled
484,Рис,9878,557,Бакалея,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2014-02-05,2017-01-01,4.14,Refunded
485,Амарант крупа,5317,932,Бакалея,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2000-04-10,2030-04-08,4.53,Returned
486,Мацони,1513,962,Молочные продукты,Отличается хорошим сочетанием с различными специями и приправами.,2011-05-01,2013-09-11,2.43,Awaiting Review
487,Камамбер,334,825,Молочные продукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2013-01-02,2029-01-05,4.73,Awaiting Review
488,Папайя,5192,649,Фрукты,"Помогает поддерживать нормальный уровень аллицина, вещества, обладающего антибактериальными и противогрибковыми свойствами.",2012-04-13,2024-05-27,0.73,Temporarily Unavailable
489,Сок грейпфрутовый,3674,768,Напитки,Помогает поддерживать оптимальный вес и форму тела.,1999-03-10,2030-02-09,2.49,Available for Pickup
490,Груша,9789,944,Фрукты,"Подходит для людей всех возрастов, включая детей и пожилых.",1995-02-20,2015-03-19,4.1,Out of Stock
491,Грейпфрут,8543,263,Фрукты,Отличается легкостью в переваривании и усвоении организмом.,1991-09-04,1995-07-06,4.07,Shipping
492,Лардон,1604,970,Мясо,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2001-01-18,2020-07-01,1.5,New
493,Курт,6266,285,Молочные продукты,Прошел строгий контроль качества на всех этапах производства.,2006-07-10,2008-04-05,0.5,Temporarily Unavailable
494,Слива,7074,891,Фрукты,Помогает сохранять бодрость и активность в течение дня.,2007-09-15,2020-05-07,2.23,Backorder
495,Брюква,2451,522,Овощи,"Является источником витаминов группы B, необходимых для энергетического обмена.",2001-04-18,2005-05-18,3.01,In Stock
496,Любисток сушеный,9134,702,Бакалея,Помогает поддерживать нормальный уровень эстрогенов у женщин.,1995-02-05,2010-01-12,1.88,Out of Stock
497,Голова,7008,988,Мясо,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2019-04-06,2026-04-06,4.15,On Backorder
498,Адлеркурортная,8977,539,Напитки,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",2016-06-01,2029-01-07,4.74,Sold
499,Топинамбур,3073,787,Овощи,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2018-08-02,2026-01-13,1.15,In Stock
500,Пакеты для заморозки,5879,774,Товары для дома,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",2014-03-09,2022-02-01,2.7,In Stock
501,Контейнеры для хранения продуктов,9210,423,Товары для дома,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",2009-01-04,2022-06-04,3.04,Out of Stock
502,Моющее средство для пола,940,397,Товары для дома,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2002-03-07,2012-08-06,4.26,Available for Pickup
503,Капуста белокочанная,4360,373,Овощи,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2021-01-03,2029-03-01,4.38,Awaiting Review
504,Кориандр молотый,8338,159,Бакалея,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2010-03-14,2023-06-02,0.16,Temporarily Unavailable
505,Крахмал картофельный,3456,855,Бакалея,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2015-11-21,2019-04-12,2.49,Refunded
506,Кабан,4918,423,Мясо,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2011-01-13,2019-09-03,2.24,Refunded
507,Абрикос,7057,679,Фрукты,Подходит для использования в специализированных диетах и лечебных программах.,1996-05-14,2029-11-05,2.85,Returned
508,Масло подсолнечное,532,532,Бакалея,Подходит для использования в рационе людей с повышенным давлением.,1992-06-08,2011-09-05,4.66,In Stock
509,Лавровый лист сушеный,1064,886,Бакалея,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",2010-01-01,2018-08-07,4.83,Pending
510,Пакеты для путешествий,7224,648,Товары для дома,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2013-06-04,2028-03-12,1.93,Awaiting Payment
511,Мате,6345,596,Напитки,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,2018-01-01,2018-07-01,2.83,Delivered
512,Тмин молотый,928,692,Бакалея,Отличается высокими показателями усвояемости организмом.,2006-03-04,2026-04-27,1.1,On Backorder
513,Подставки под горячее,2232,447,Товары для дома,Является важным элементом спортивного питания для восстановления после тренировок.,1993-02-01,2022-06-02,1.83,Cancelled
514,Чечевица,9041,481,Овощи,"Отличается высоким содержанием пиридоксина, необходимого для синтеза нейромедиаторов.",2011-04-03,2022-10-04,2.01,Backorder
515,Пакеты для аукциона,3060,68,Товары для дома,Помогает поддерживать нормальный уровень эстрогенов у женщин.,1990-02-04,2015-06-04,2.69,Available for Pickup
516,Растительное масло рапсовое,2542,269,Бакалея,Отличается высокой питательностью и способен быстро утолить голод.,2021-05-18,2022-04-01,4.38,Awaiting Payment
517,Сырокопченая колбаса,3217,258,Мясо,Является важным компонентом сбалансированного рациона питания.,2004-02-05,2017-03-07,2.79,Out of Stock
518,Черника,3633,971,Фрукты,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",2002-01-06,2015-10-03,4.67,Pending
519,Сыворотка молочная,8683,621,Бакалея,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2007-09-22,2030-01-12,4.26,Shipping
520,Нектарин,1315,56,Фрукты,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2001-02-02,2027-12-04,0.45,Awaiting Review
521,Симферопольская,6672,573,Напитки,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2013-03-01,2030-01-04,4.25,In Stock
522,Гусиные потроха,8320,343,Мясо,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2019-02-09,2030-02-27,2.15,Sold
523,Пакеты для рыбалки,1190,26,Товары для дома,Подходит для использования в рационе людей с повышенным давлением.,2019-03-01,2026-06-07,0.71,Awaiting Review
524,Помело,2735,962,Фрукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2016-05-11,2018-03-05,3.23,Out of Stock
525,Бамия,5693,321,Овощи,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2009-05-03,2025-10-05,4.17,Delivered
526,Ряженка,7961,100,Молочные продукты,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",1993-05-02,2004-03-04,2.5,Out of Stock
527,Батат,2429,941,Овощи,Помогает нормализовать артериальное давление и уровень холестерина.,1997-09-07,2013-02-22,2.5,Available for Pickup
528,Гранат,1654,651,Фрукты,Помогает сохранять бодрость и активность в течение дня.,2009-06-27,2012-06-12,0.43,Pending
529,Северянка,8417,446,Напитки,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2002-01-11,2016-08-03,4.78,Sold
530,Каша из дробленной манной крупы,6262,412,Бакалея,"Является источником витаминов группы B, необходимых для энергетического обмена.",1991-03-10,2016-02-14,0.74,Delivered
531,Коктебельская,4379,959,Напитки,Помогает укреплять стенки сосудов и улучшать кровообращение.,2003-01-04,2016-02-19,4.82,Returned
532,Блюдца,649,900,Товары для дома,Помогает улучшить когнитивные функции и память.,1993-11-05,2026-07-13,1.27,Delivered
533,Варенец,1559,607,Молочные продукты,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,2021-01-02,2021-02-06,4.12,Pending
534,Сочи-Адлер,6560,674,Напитки,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2002-01-08,2025-01-10,4.52,On Backorder
535,Пакеты для дня рождения,7439,829,Товары для дома,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2004-01-23,2018-04-10,0.86,Sold
536,Чай зеленый,9144,326,Бакалея,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2009-01-01,2019-06-08,1.93,Available for Pickup
537,Ряженка,3103,736,Молочные продукты,"Является источником важных микроэлементов, таких как магний и калий.",2013-01-09,2019-01-24,3.47,Shipping
538,Фета,5879,382,Молочные продукты,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2017-03-18,2025-01-01,1.4,Sold
539,Творог,682,904,Молочные продукты,Помогает укреплять стенки сосудов и улучшать кровообращение.,2014-01-07,2022-01-04,2.93,Out of Stock
540,Тарелки глубокие,5850,713,Товары для дома,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2012-03-04,2024-01-01,0.69,Pending
541,Баклажан,4938,504,Овощи,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2015-01-07,2016-04-05,3.26,Refunded
